Category,Case number,Crime date and time,Report date,Location,Incident Description,Residential occurrence,Disposition
Theft,20180837,04/17/2018 - 12:00am,05/09/2018,597 SCOTT STREET - PARKING LOT BEHIND TAYLOR EDUCATION BUILDING,THEFT BY UNLAWFUL TAKING CONTENTS FROM VEHICLE UNDER $500,No,Closed
Theft,20180839,09/21/2018 - 12:00am,05/09/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,"THEFT BY UNLAWFUL TAKING ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open
Theft,20180840,02/25/2018 - 8:00am,05/09/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,"THEFT BY UNLAWFUL TAKING ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open
Harassment,CSA20180711,05/09/2018 - 6:15pm,05/09/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180710,05/09/2018 - 6:07pm,05/09/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180709,05/09/2018 - 3:00pm,05/09/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,20180832,05/08/2018 - 12:35am,05/08/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,"ASSAULT, 4TH DEGREE MINOR INJURY",No,Open
Theft,20180834,05/08/2018 - 8:50am,05/08/2018,505 ROSE STREET - CHEM PHYS BUILDING,THEFT BY UNLAWFUL TAKING BICYCLES U/$500,No,Closed
Criminal Mischief,20180833,05/08/2018 - 5:25pm,05/08/2018,1290 VETERANS DRIVE - PARKING STRUCTURE #1,CRIMINAL MISCHIEF,No,Closed
Drug Violations,CSA20180708,01/01/2018 - 12:00am,05/08/2018,410 ROSE LANE - SIGMA ALPHA EPSILON FRATERNITY,TRAFFICKING MARIJUANA; POSSESSION OF MARIJUANA; POSSESSION OF CONTROLLED SUBSTANCES,Yes,Closed - CSA
Theft,20180838,05/08/2018 - 3:00pm,05/08/2018,"720 WOODLAND AVENUE - CHELLGREN HALL, OUTSIDE",THEFT BY UNLAWFUL TAKING BICYCLES U/$500; CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Criminal Mischief,20180823,05/02/2018 - 5:30pm,05/07/2018,349 SCOTT STREET - REYNOLDS WAREHOUSE I,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Assault,20180824,05/07/2018 - 4:30pm,05/07/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,"ASSAULT, 4TH DEGREE NO VISIBLE INJURY; DISORDERLY CONDUCT, 2ND DEGREE; MENACING",No,Cleared By Arrest
Drug Violations,2018010983,05/07/2018 - 8:10am,05/07/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,POSSESSION OF CONTROLLED SUBSTANCE,No,Closed
Criminal Trespass,20180826,05/07/2018 - 9:00pm,05/07/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,CRIMINAL TRESPASSING - 3RD DEGREE,No,Cleared By Arrest
Harassment,CSA20180706,05/07/2018 - 3:00pm,05/07/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180705,05/07/2018 - 11:56am,05/07/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2,No,Closed - CSA
Harassment,CSA20180704,05/07/2018 - 12:30pm,05/07/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180703,05/03/2018 - 12:00am,05/07/2018,329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL,HARASSMENT-NO PHYSICAL CONTACT,Yes,Closed - CSA
Harassment,CSA20180702,05/07/2018 - 9:15am,05/07/2018,ON CAMPUS - UNSPECIFIED LOCATION,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180701,05/07/2018 - 10:41am,05/07/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Theft,20180821,05/06/2018 - 4:00pm,05/07/2018,800 ROSE STREET - CHANDLER HOSPITAL,"THEFT BY UNLAWFUL TAKING FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Theft,20180822,04/26/2018 - 3:00pm,05/07/2018,"344 SOUTH MARTIN LUTHER KING BOULEVARD - JEWELL HALL, BIKE RACK",THEFT BY UNLAWFUL TAKING BICYCLES U/$500,No,Open
Theft,20180827,12/30/2018 - 12:01am,05/07/2018,330 SOUTH LIMESTONE STREET - GOOD SAMARITAN PARKING STRUCTURE,"THEFT BY UNLAWFUL TAKING BICYCLES $500 OR MORE BUT U/$10,000",No,Closed
Theft,20180820,05/06/2018 - 10:20pm,05/06/2018,WOODLAND AVENUE - WOODLAND GLEN COURTYARD,THEFT BY UNLAWFUL TAKING BICYCLES U/$500,No,Citation issued
DUI,20180819,05/06/2018 - 2:23am,05/06/2018,SOUTH LIMESTONE STREET/EAST MAXWELL STREET,OPERATE MOTOR VEHICLE U/INFLUENCE ALCOHOL/DRUGS/ETC..08 AGG CIRCUMSTANCES 1ST OFFENSE; FAILURE TO ILLUMINATE HEAD LAMPS,No,Cleared By Arrest
Alcohol Intoxication,20180816,05/06/2018 - 12:01am,05/06/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFFENSE IN 12 MONTHS,No,Cleared By Arrest
Alcohol Intoxication,20180818,05/06/2018 - 12:56am,05/06/2018,135 EAST MAXWELL STREET - GOOD SAMARITAN HOSPITAL MEDICAL OFFICE BUILDING,ALCOHOL INTOXICATION IN A A PUBLIC PLACE 1ST AND 2ND OFFENSE; CRIMINAL TRESPASSING 3RD DEGREE; RESISTING ARREST; GIVING OFFICER FALSE IDENTIFYING INFORMATION,No,Cleared By Arrest
Criminal Trespass,20180817,05/06/2018 - 12:55am,05/06/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,CRIMINAL TRESPASSING 3RD DEGREE,No,Closed
Theft,CSA20180698,05/06/2018 - 11:45am,05/06/2018,693 CENTER DRIVE - WOODLAND GLEN V,THEFT BY UNLAWFUL TAKING,Yes,Closed - CSA
Assault,CSA20180693,05/06/2018 - 2:12pm,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180692,05/06/2018 - 1:02pm,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180691,05/06/2018 - 12:15pm,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180690,05/06/2018 - 11:07am,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180682,05/06/2018 - 7:20pm,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180683,05/06/2018 - 7:53pm,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Terroristic Threatening,CSA20180681,05/06/2018 - 7:39am,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING,No,Closed - CSA
Harassment,CSA20180680,05/06/2018 - 6:49pm,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180679,05/06/2018 - 8:30am,05/06/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Assault,20180814,05/05/2018 - 9:30pm,05/05/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,"ASSAULT, 4TH DEGREE MINOR INJURY",No,Open
Theft,20180812,05/05/2018 - 3:00am,05/05/2018,740 SOUTH LIMESTONE STREET - KENTUCKY CLINIC,THEFT BY UNLAWFUL TAKING ALL OTHERS U/$500,No,Closed
Alcohol Intoxication,20180815,05/05/2018 - 11:15pm,05/05/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFFENSES IN 12 MONTHS,No,Cleared By Arrest
Disorderly Conduct,2018010803,05/05/2018 - 2:18am,05/05/2018,SOUTH LIMESTONE/AVENUE OF CHAMPIONS,DISORDERLY CONDUCT 2ND DEGREE; RESISTING ARREST; MENACING,No,Closed
Criminal Mischief,CSA20180700,05/04/2018 - 10:42pm,05/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,CRIMINAL MISCHIEF,No,Closed - CSA
Assault,CSA20180689,05/05/2018 - 6:01pm,05/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180688,05/05/2018 - 5:27pm,05/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Disorderly Conduct,LPD201800080712,05/05/2018 - 2:20am,05/05/2018,SOUTH LIMESTONE STREET/WINSLOW STREET,DISORDERLY CONDUCT 2ND,No,Closed - Lexington Police Report
All Other Offenses,20180803,05/04/2018 - 2:52am,05/04/2018,SOUTH LIMESTONE STREET/WASHINGTON AVENUE,"FLEEING OR EVADING POLICE, 2ND DEGREE (ON FOOT); ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Closed
Drug Violations,20180802,05/04/2018 - 1:49am,05/04/2018,AVENUE OF CHAMPIONS/ROSE STREET,DRUG PARAPHERNALIA-BUY/POSSESS; POSS OF MARIJUANA; IMPROPER DISPLAY OF REGISTRATION PLATES,No,Open
Liquor Law Violation,CSA20180677,05/04/2018 - 12:30pm,05/04/2018,720 WOODLAND AVENUE - WOODLAND GLEN I,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X9,Yes,Closed - CSA
Theft,20180806,04/30/2018 - 8:00am,05/04/2018,"340 HILLTOP AVENUE - JOHNSON HALL, BIKE RACK",THEFT BY UNLAWFUL TAKING BICYCLES U/$500,No,Closed
Assault,2018010763,05/04/2018 - 12:07pm,05/04/2018,AVENUE OF CHAMPIONS - BUS STOP IN FRONT OF SINGLETARY CENTER,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed
Theft,20180807,05/04/2018 - 4:00pm,05/04/2018,405 ROSE STREET - SINGLETARY CENTER,THEFT BY UNLAWFUL TAKING FROM BUILDING U/$500,No,Closed
Criminal Mischief,CSA20180699,05/04/2018 - 12:45am,05/04/2018,326 SOUTH MARTIN LUTHER KING BOULEVARD,CRIMINAL MISCHIEF,No,Closed - CSA
Liquor Law Violation,CSA20180697,05/04/2018 - 5:06pm,05/04/2018,340 HILLTOP AVENUE - JOHNSON HALL,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - CSA
Liquor Law Violation,CSA20180696,05/04/2018 - 9:09pm,05/04/2018,340 HILLTOP AVENUE - JOHNSON HALL,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - CSA
Liquor Law Violation,CSA20180695,05/04/2018 - 12:30am,05/04/2018,720 WOODLAND AVENUE - WOODLAND GLEN I,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X9,Yes,Closed - CSA
Liquor Law Violation,CSA20180694,05/04/2018 - 12:45pm,05/04/2018,340 HILLTOP AVENUE - JOHNSON HALL,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - CSA
Assault,CSA20180687,05/04/2018 - 4:34pm,05/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180686,05/04/2018 - 4:18pm,05/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180685,05/04/2018 - 11:57am,05/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
All Other Offenses,2018010646,05/03/2018 - 8:50am,05/03/2018,500 ALUMNI DRIVE - ARBORETUM,INDECENT EXPOSURE,No,Closed
Theft,20180795,04/12/2018 - 8:00am,05/03/2018,"329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL, BIKE RACK",THEFT BY UNLAWFUL TAKING - BICYCLES,No,Closed
Theft,20180798,05/01/2018 - 8:45am,05/03/2018,330 SOUTH LIMESTONE STREET - GOOD SAMARITAN PARKING STRUCTURE,"THEFT BY UNLAWFUL TAKING CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000",No,Open
Drug Violations,2018010682,05/03/2018 - 6:41pm,05/03/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,POSSESSION OF MARIJUANA,No,Closed
Harassment,CSA20180676,05/03/2018 - 6:33pm,05/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180675,05/03/2018 - 6:28pm,05/03/2018,720 WOODLAND AVENUE - WOODLAND GLEN I,HARASSMENT-NO PHYSICAL CONTACT,Yes,Closed - CSA
Harassment,CSA20180674,05/03/2018 - 8:46am,05/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180684,05/03/2018 - 8:46am,05/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2,No,Closed - CSA
Harassment,CSA20180678,05/03/2018 - 6:33pm,05/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Assault,20180794,05/02/2018 - 6:50pm,05/02/2018,720 WOODLAND AVENUE - WOODLAND GLEN I,"ASSAULT, 4TH DEGREE MINOR INJURY",Yes,Open
Theft,20180793,04/30/2018 - 9:30am,05/02/2018,512 ADMINISTRATION DRIVE - ANDERSON TOWER BICYCLE RACK,THEFT BY UNLAWFUL TAKING BICYCLES U/$500,No,Open
Theft,20180792,05/01/2018 - 10:00pm,05/02/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,THEFT BY UNLAWFUL TAKING ALL OTHERS U/$500,No,Closed
Criminal Mischief,CSA20180673,05/02/2018 - 9:05am,05/02/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,CRIMINAL MISCHIEF,No,Closed - CSA
Sex Offenses,CSA20180672,05/03/2018 - 7:00pm,05/02/2018,550 SOUTH LIMESTONE STREET - GATTON BUILDING,FONDLING,No,Closed - CSA
Terroristic Threatening,20180786,05/01/2018 - 6:20am,05/01/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,"TERRORISTIC THREATENING, 3RD DEGREE",No,Closed
Theft,20180785,05/01/2018 - 2:00am,05/01/2018,401 HILLTOP AVENUE - WT YOUNG LIBRARY,THEFT BY UNLAWFUL TAKING ALL OTHERS U/$500,No,Open
Harassment,CSA20180663,05/01/2018 - 6:21am,05/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Theft,20180787,04/30/2018 - 5:00pm,05/01/2018,"1608 UNIVERSITY COURT - SHAWNEETOWN, BIKE RACK",THEFT BY UNLAWFUL TAKING ALL OTHERS U/$500,No,Closed
Theft,20180788,02/17/2018 - 7:30am,05/01/2018,800 ROSE STREET - CHANDLER HOSPITAL,THEFT BY UNLAWFUL TAKING ALL OTHERS U/$500,No,Open
Harassment,CSA20180670,05/01/2018 - 11:34am,05/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180671,05/01/2018 - 5:43pm,05/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180647,04/30/2018 - 6:15am,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180646,04/30/2018 - 7:50pm,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Criminal Mischief,20180778,04/29/2018 - 11:00pm,04/30/2018,656 ROSE STREET - BOWMAN HALL,CRIMINAL MISCHIEF 3RD DEGREE,No,Open
Drug Violations,20180780,04/30/2018 - 4:00pm,04/30/2018,344 SOUTH MARTIN LUTHER KING BOULEVARD - JEWELL HALL,DRUG PARAPHERNALIA-BUY/POSSESS; POSS OF MARIJUANA,Yes,Open
Theft,20180779,04/30/2018 - 6:45am,04/30/2018,"401 HILLTOP AVENUE - WT YOUNG LIBRARY, SOUTH SIDE BIKE RACK","THEFT BY UNLAWFUL TAKING OR DISP BICYCLES $500 OR MORE BUT U/$10,000",No,Closed
Harassment,CSA20180669,04/30/2018 - 6:29pm,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180668,04/30/2018 - 2:55pm,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180667,04/30/2018 - 4:26pm,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180666,04/30/2018 - 11:59am,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Terroristic Threatening,CSA20180665,04/30/2018 - 11:30am,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING,No,Closed - CSA
Harassment,CSA20180664,04/30/2018 - 11:14am,04/30/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Drug Violations,20180774,04/23/2018 - 10:32pm,04/29/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,POSSESSION CONTROLLED SUBSTANCE 1ST DEGREE 1ST OFFENSE COCAINE,No,
Drug Violations,20180769,04/29/2018 - 3:30am,04/29/2018,ROSE STREET/KALMIA AVENUE,DRUG PARAPHERNALIA-BUY/POSSESS; OPERATE MOTOR VEHICLE UNDER INFLUENCE ALCOHOL/DRUGS/ETC..08 1ST OFFENSE,No,Cleared By Arrest
Harassment,CSA20180659,04/29/2018 - 4:00pm,04/29/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2,No,Closed - CSA
Assault,CSA20180658,04/29/2018 - 3:05pm,04/29/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180657,04/29/2018 - 1:41pm,04/29/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180656,04/29/2018 - 8:17am,04/29/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180655,04/29/2018 - 8:08am,04/29/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180654,04/29/2018 - 7:45am,04/29/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Sex Offenses,CSA20180641,04/29/2018 - 4:00am,04/29/2018,325 HUGUELET DRIVE - HAGGIN HALL,SEXUAL ABUSE,Yes,Closed - CSA
Harassment,CSA20180636,04/29/2018 - 9:35am,04/29/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Drug Violations,201810267,04/29/2018 - 9:19pm,04/29/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,POSSESSION OF CONTROLLED SUBSTANCE,No,Closed - CSA
Drug Violations,20180760,04/28/2018 - 12:54am,04/28/2018,AVENUE OF CHAMPIONS/SOUTH LIMESTONE STREET,POSSESSION OF MARIJUANA,No,Closed
Theft,20180762,04/28/2018 - 12:30am,04/28/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,THEFT BY UNLAWFUL TAKING FROM BUILDING U/$500,No,Closed
Theft,20180764,04/28/2018 - 2:00am,04/28/2018,"650 WOODLAND AVENUE - WOODLAND GLEN II, BIKE RACKS",THEFT BY UNLAWFUL TAKING BICYCLES U/$500,No,Closed
Assault,CSA20180653,04/28/2018 - 6:23pm,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180652,04/28/2018 - 5:59pm,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180651,04/28/2018 - 2:15pm,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180650,04/28/2018 - 2:52pm,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180649,04/28/2018 - 12:24pm,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180648,04/28/2018 - 7:58am,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180645,04/28/2018 - 7:30pm,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X3,No,Closed - CSA
Harassment,CSA20180644,04/28/2018 - 6:00am,04/28/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
All Other Offenses,20180761,04/28/2018 - 12:18pm,04/28/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,VIOLATION OF A KENTUCKY DPO/DVO,No,Open
Drug Violations,20180744,04/26/2018 - 7:57am,04/27/2018,800 ROSE STREET - CHANDLER HOSPITAL,POSSESSION CONTROLLED SUBSTANCE 1ST DEGREE 1ST OFFENSE HEROIN; DRUG PARAPHERNALIA-BUY/POSSESS,No,Closed
Drug Violations,20180751,04/27/2018 - 12:27pm,04/27/2018,ROSE STREET/EUCLID AVENUE,DRUG PARAPHERNALIA-BUY/POSSESS; POSS OF MARIJUANA; CARRYING A CONCEALED WEAPON; DISREGARDING STOP SIGN,No,Cleared By Arrest
Alcohol Intoxication,20180750,04/27/2018 - 12:37am,04/27/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,ALCOHOL INTOXICATION IN A PUBLIC PLACE 1ST & 2ND OFFENSE,No,Cleared By Arrest
Alcohol Intoxication,201809992,04/27/2018 - 7:30am,04/27/2018,LEXINGTON AVENUE JUST NORTH OF MAXWELL STREET,ALCOHOL INTOXICATION,No,Closed
Drug Violations,20180753,04/27/2018 - 9:50am,04/27/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,POSSESSION CONTROLLED SUBSTANCE 1ST DEGREE 1ST OFFENSE DRUG UNSPECIFIED; DRUG PARAPHERNALIA-BUY/POSSESS,No,Closed
Theft,20180756,04/27/2018 - 5:57pm,04/27/2018,693 SPORTS CENTER DRIVE - WOODLAND GLEN III BIKE RACKS,THEFT BY UNLAWFUL TAKING BICYCLES U/$500,No,Open
Theft,20180757,04/27/2018 - 3:00pm,04/27/2018,NORFOLK SOUTHERN RAILROAD SCOOT STREET PARKING LOT,THEFT BY UNLAWFUL TAKING CONTENTS FROM VEHICLE UNDER $500,No,Open
Theft,20180758,04/27/2018 - 7:30am,04/27/2018,409 LIMESTONE STREET - PARKING STUCTURE #5,THEFT BY UNLAWFUL TAKING ALL OTHERS U/$500,No,Open
Sex Offenses,CSA20180662,04/27/2018 - 3:30pm,04/27/2018,ON-CAMPUS - UNSPECIFIED RESIDENCE HALL,SEXUAL MISCONDUCT,Yes,Closed - CSA
Assault,CSA20180661,04/27/2018 - 2:26pm,04/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180660,04/27/2018 - 9:25am,04/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2,No,Closed - CSA
Harassment,CSA20180643,04/27/2018 - 7:45pm,04/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180642,04/27/2018 - 6:55pm,04/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Alcohol Intoxication,CSA20180639,04/27/2018 - 2:30am,04/27/2018,685 SPORTS CENTER DRIVE - WOODLAND GLEN III,ALCOHOL INTOXICATION X2,Yes,Closed - CSA
Criminal Mischief,CSA20180638,04/27/2018 - 6:45pm,04/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,CRIMINAL MISCHIEF,No,Closed - CSA
Terroristic Threatening,CSA20180637,04/27/2018 - 2:00pm,04/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING,No,Closed - CSA
Assault,CSA20180635,04/24/2018 - 12:00am,04/27/2018,ON-CAMPUS - UNSPECIFIED RESIDENCE HALL,AGGRAVATED ASSAULT,Yes,Closed - CSA
Alcohol Intoxication,2018010009,04/27/2018 - 1:53pm,04/27/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,ALCOHOL INTOXICATION,No,Closed
Theft,20180776,04/27/2018 - 5:00pm,04/27/2018,751 ROSE STREET - COLLEGE OF NURSING,"THEFT BY UNLAWFUL TAKING ALL OTHERS $500 OR MORE BUT U/$10,000",No,Closed
Theft,20180740,04/26/2018 - 3:20am,04/26/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,THEFT BY UNLAWFUL TAKING ALL OTHERS U/$500; CRIMINAL TRESPASSING-2ND DEGREE,No,Cleared By Arrest
Drug Violations,20180738,04/26/2018 - 1:51am,04/26/2018,SOUTH LIMESTONE STREET NEAR PRALL STREET,DRUG PARAPHERNALIA-BUY/POSSESS,No,Citation issued
